"BRANCH";"AZ";"BZ";"CA";"CB";"CC";"CD";"CE";"CF";"CG";"CH";"CI";"CJ";"CK";"CL";"CM";"DZ";"EZ";"FZ";"GZ";"HZ";"IZ";"JA";"JB";"JC";"KZ";"LZ";"MA";"MB";"MC";"NZ";"OZ";"PZ";"QA";"QB";"RZ";"SZ";"TZ"
"DZ";0;0;0;0;0;0;0;0;0;0;0.0218759416836765;0;0.611084058221086;0.0922381477486346;0;0;0;0.0946952830468727;0;0;0;0;0;0;0;0;0;0.106153709145961;0;0;0;0;0;0;0;0;0
"EZ";0;0;0;0;0;0;0;0;0;0;0.00985310845130777;0;0.350553246621385;0.0569257332781348;0;0;0;0.491032906175543;0;0;0;0;0;0;0;0;0;0.053271298860197;0;0;0;0;0;0;0;0;0
"FZ";0;0;0;0;0;0;0;0;0;0;0.0196351689336312;0;0.383220716250805;0.15386901220269;0;0;0;0.242879667634398;0;0;0;0;0;0;0;0;0;0.131870057062769;0;0;0;0;0;0;0;0;0
"GZ";0;0;0;0;0;0;0;0;0;0;0.019255073113843;0;0.274837004108233;0.0829701665431056;0;0;0;0.359838867455842;0;0;0;0;0;0;0;0;0;0.192479748518922;0;0;0;0;0;0;0;0;0
"HZ";0;0;0;0;0;0;0;0;0;0;0.0113659552412505;0;0.166587533794431;0.412226625625671;0;0;0;0.250077920605986;0;0;0;0;0;0;0;0;0;0.0953700992661296;0;0;0;0;0;0;0;0;0
"IZ";0;0;0;0;0;0;0;0;0;0;0.0269908290783208;0;0.246880680985085;0.0494396606378394;0;0;0;0.557359585644492;0;0;0;0;0;0;0;0;0;0.0375601513426147;0;0;0;0;0;0;0;0;0
"JA";0;0;0;0;0;0;0;0;0;0;0.0045615308527318;0;0.0335488968269504;0.0120475077183836;0;0;0;0.0226390369363467;0;0;0;0;0;0;0;0;0;0.92290014375544;0;0;0;0;0;0;0;0;0
"JB";0;0;0;0;0;0;0;0;0;0;0.139473681741761;0;0.395098671388503;0.0541328000767987;0;0;0;0.0671867069163572;0;0;0;0;0;0;0;0;0;0.284374749552534;0;0;0;0;0;0;0;0;0
"JC";0;0;0;0;0;0;0;0;0;0;0.00974757360161857;0;0.0516991200440906;0.00756447120863852;0;0;0;0.020191293595665;0;0;0;0;0;0;0;0;0;0.909517401898389;0;0;0;0;0;0;0;0;0
"KZ";0;0;0;0;0;0;0;0;0;0;0.101784732384709;0;0.118318075513727;0.0133417710186921;0;0;0;0.380453784183567;0;0;0;0;0;0;0;0;0;0.386101636899304;0;0;0;0;0;0;0;0;0
"LZ";0;0;0;0;0;0;0;0;0;0;1.28748901263206e-05;0;0.000978718662776394;6.39852851869786e-05;0;0;0;0.127756978728159;0;0;0;0;0;0;0;0;0;0.00366808125453302;0;0;0;0;0;0;0;0;0
"MA";0;0;0;0;0;0;0;0;0;0;0.0105148346372075;0;0.0965513944371663;0.0498978132258733;0;0;0;0.17885485587666;0;0;0;0;0;0;0;0;0;0.644095331163132;0;0;0;0;0;0;0;0;0
"MB";0;0;0;0;0;0;0;0;0;0;0.00316898965636158;0;0.0650512475213727;0.00325228776691297;0;0;0;0.050050320614199;0;0;0;0;0;0;0;0;0;0.849624751991259;0;0;0;0;0;0;0;0;0
"MC";0;0;0;0;0;0;0;0;0;0;0.0151790478888564;0;0.127271224535191;0.10885268655376;0;0;0;0.0970073974445192;0;0;0;0;0;0;0;0;0;0.641265971755212;0;0;0;0;0;0;0;0;0
"NZ";0;0;0;0;0;0;0;0;0;0;0.0380303177585704;0;0.35946815154419;0.404998704892409;0;0;0;0.0662860551764558;0;0;0;0;0;0;0;0;0;0.127250177921045;0;0;0;0;0;0;0;0;0
"OZ";0;0;0;0;0;0;0;0;0;0.0912503580563945;0.00924806180693102;0;0.0304524017556828;0.045700383711886;0;0;0;0.198654713027222;0;0;0;0;0;0;0;0;0;0.157092531823047;0;0;0;0;0;0;0;0;0
"PZ";0;0;0;0;0;0;0;0;0;0;0.0271086582657763;0;0.0885763241226156;0.0088205501780992;0;0;0;0.668547313925297;0;0;0;0;0;0;0;0;0;0.122764642616257;0;0;0;0;0;0;0;0;0
"QA";0;0;0;0;0;0;0;0;0;0;0.0069804248370249;0;0.251500953102637;0.0401054957884674;0;0;0;0.560066393060561;0;0;0;0;0;0;0;0;0;0.106979229431225;0;0;0;0;0;0;0;0;0
"QB";0;0;0;0;0;0;0;0;0;0;0.0129715987748735;0;0.193943782492339;0.0473452543042893;0;0;0;0.59916389031266;0;0;0;0;0;0;0;0;0;0.0779728344438749;0;0;0;0;0;0;0;0;0
"RZ";0;0;0;0;0;0;0;0;0;0;0.00999424406093685;0;0.11462050372186;0.0175207735389263;0;0;0;0.625209310113865;0;0;0;0;0;0;0;0;0;0.0796076133065416;0;0;0;0;0;0;0;0;0
"SZ";0;0;0;0;0;0;0;0;0;0;0.0111269796740711;0;0.123569580596502;0.0331756982904121;0;0;0;0.232589457483648;0;0;0;0;0;0;0;0;0;0.571104270873413;0;0;0;0;0;0;0;0;0
"TZ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
