"BRANCH";"AZ";"BZ";"CA";"CB";"CC";"CD";"CE";"CF";"CG";"CH";"CI";"CJ";"CK";"CL";"CM";"DZ";"EZ";"FZ";"GZ";"HZ";"IZ";"JA";"JB";"JC";"KZ";"LZ";"MA";"MB";"MC";"NZ";"OZ";"PZ";"QA";"QB";"RZ";"SZ";"TZ"
"JA";0.000367561065258796;0.000100243926888763;0.0193470778895312;0.0391285461289137;0.193337120326127;0.0145687840411668;0.027333177398336;3.34146422962542e-05;0.017743175059311;0.00811975807798978;0.00685000167073211;0.00447756206769807;0.00989073411969125;0.00631536739399205;0.00908878270458115;0.0559695258462258;0.0188458582550874;0.0148361011795369;0.0202158585892338;0.0645236742740669;0.0224880542653791;0.133925886323387;0.013666588699168;0.0256958599258195;0.0327463494503291;0.0258295184950045;0.105657098940756;0;0.021418785711899;0.0668961138771009;0;0.00638219667858456;0.00123634176496141;0;0.00384268386406923;0.0091221973468774;0
"JB";3.41880341880342e-05;0.000376068376068376;0.0105299145299145;0.00762393162393162;0.0169230769230769;0.0138461538461538;0.00444444444444444;3.41880341880342e-05;0.0181880341880342;0.0116581196581197;0.0570598290598291;0.0418461538461538;0.0104615384615385;0.00512820512820513;0.0111111111111111;0.0353504273504274;0.0102222222222222;0.0144615384615385;0.00700854700854701;0.0392478632478632;0.0127863247863248;0.0251623931623932;0.261880341880342;0.032;0.0892307692307692;0.0313846153846154;0.0783247863247863;0;0.0303247863247863;0.089982905982906;0;0.0218119658119658;0.00153846153846154;0;0.00215384615384615;0.0078974358974359;0
"JC";0;0.000147062428000686;0.00850511041937302;0.000735312140003431;0.00865217284737371;0.011863035858722;0.00600504914336136;0.000220593642001029;0.00470599769602196;0.00536777862202505;0.0375254295448418;0.0218632809627687;0.004142258388686;0.00227946763401064;0.00262261329934557;0.00681389249736513;0.013211108115395;0.00352949827201647;0.0161278462707419;0.0379175960195103;0.0282604965807985;0.0571092428735998;0.0376970023775093;0.309713473369445;0.0269859555381259;0.059560283340278;0.140959337238658;0;0.0193141988774235;0.0906149660530895;0;0.025858476923454;0.00208338439667639;0;0.00512267457535724;0.00448540405402093;0
"KZ";1.38439920535486e-05;8.99859483480656e-05;0.000747575570891622;0.000664511618570331;0.0150899513383679;0.00386247378294005;0.00038763177749936;0.00014536191656226;0.00108675337620356;4.845397218742e-05;0.00243654260142455;0.000595291658302588;0.000332255809285165;0.000359943793392263;0.00177203098285422;0.00386939577896682;0.00256806052593326;0.0118850671779714;0.00181356295901486;0.018094097613988;0.00742037974070203;0.0311974360926717;0.0449998961700596;0.047471048751618;0.533602829711976;0.0530570995452249;0.0695176060968941;0;0.0247461357957181;0.107491676299778;0;0.00669357015789073;0.00247807457758519;0;5.53759682141942e-05;0.00538531290883039;0
"LZ";0;1.78852482472457e-05;0.00316568893976248;0.00253970525110889;0.011285591644012;0.00307626269852626;0.0204964944913435;1.78852482472457e-05;0.00629560738303048;0.00799470596651882;0.000715409929889827;0.011285591644012;0.000858491915867792;0.000518672199170124;0.000482901702675633;0.0118221490914294;0.0193876091000143;0.0844362569752468;0.00676062383745886;0.0185112319358993;0.0117327228501932;0.0064208041207612;0.00742237802260695;0.0105880669623694;0.303870367720704;0.198526255544427;0.121762770067249;0;0.00470382028902561;0.117416654743168;0;0.00266490198883961;0.00053655744741737;0;0.0028974102160538;0.00182429532121906;0
"MA";0;0.000128865979381443;0.00920675830469645;0.00124570446735395;0.019315578465063;0.00908505154639175;0.00291380297823597;0.000236254295532646;0.00642898052691867;0.00314289805269187;0.00665807560137457;0.00935710194730813;0.00540521191294387;0.00148911798396334;0.00257016036655212;0.00909936998854525;0.00885595647193585;0.00252004581901489;0.00985824742268041;0.0309493127147766;0.0205970790378007;0.0230670103092784;0.0179266895761741;0.0163516609392898;0.0771835624284078;0.0514318442153494;0.514117983963345;0;0.0102305269186712;0.113223081328751;0;0.00998711340206185;0.00065864833906071;0;0.00356529209621993;0.00320017182130584;0
"MB";6.48319232390029e-05;0.000940062886965542;0.0277156471846737;0.00194495769717009;0.0201627281273299;0.00862264579078738;0.0180556906220623;0.00171804596583358;0.0173101235048138;0.00852539790592888;0.0435994683782294;0.0144575188822976;0.0068397679017148;0.00632111251580278;0.0156569094622192;0.010211027910143;0.0154299977308827;0.0444422833803365;0.00544588155207624;0.0370838600927096;0.0175694511977698;0.0312489870011994;0.0263541767966547;0.0257382735258841;0.034069175662096;0.0610716716911407;0.171221109274207;0.0776686440403255;0.0204544717819054;0.204868877435249;0;0.0139388634963856;0.00372783558624267;0;0.00317676423871114;0.00424649097215469;0
"MC";0;0.000248892428692319;0.025436806212355;0.0112997162626313;0.012444621434616;0.0246901289262781;0.0141370899497237;0.0199113942953855;0.0154313305789238;0.00711832346060033;0.0142366469212007;0.00512718403106178;0.00940813380456967;0.00323560157300015;0.0127930708347852;0.0145850963213699;0.0307631041863707;0.00597341828861566;0.0180695903230624;0.0471402259943253;0.0236447807257703;0.0580914928567873;0.0177709194086316;0.0186171536661855;0.0580914928567873;0.0424112698491712;0.108467320424113;0;0.133904126636468;0.198068594753348;0;0.024043008611678;0.00293693065856937;0;0.00657076011747723;0.0153317736074469;0
"NZ";0.000491024528388069;0.000776503905357877;0.0177682364226008;0.00550404238797789;0.0200063947380441;0.0186018362033527;0.00834741698259718;0.00114191750787923;0.0147421550267209;0.0194811126844197;0.0128465719636413;0.00843877038322752;0.0123327090850957;0.00798200338007582;0.00621203124286302;0.00518430548577171;0.0147535742017997;0.0103229342712282;0.0120358105330471;0.0453912209381994;0.0340633992600375;0.0230324761339241;0.0262983602064587;0.023477823961997;0.056684785091125;0.0768738866304298;0.167108208103047;0;0.0262526835061435;0.291759923263143;0;0.0110765998264285;0.00366555520029233;0;0.00702279267345727;0.0103457726213858;0
"OZ";0.00223199632377076;0.00264228976564039;0.013818683122169;0.00792686929692116;0.02404319569356;0.0276866014573623;0.00745092890435239;0.00318387710890829;0.000738528195365325;0.0147705639073065;0.0140812709249655;0.00141140944003151;0.00753298759272632;0.0593776669073722;0.03587605855708;0.0335784152826101;0.074656994682597;0.0833223921748835;0.00541587343267905;0.0911343793080811;0.00814022188669336;0.0263900741810543;0.0227138449419024;0.0228779623186503;0.0686667104313005;0.0355150003282348;0.085341035908882;0;0.0300334799448566;0.164002494584127;0;0.0116523337490974;0.00489069782708593;0;0.00681087113503578;0.0020842906846977;0
"PZ";0.00116400884646723;0.000814806192527063;0.155938385131727;0.0122608931827882;0.0334846544833741;0.0163737244403057;0.0111356846312032;0.000659605012998099;0.0117952896442013;0.00190121444922981;0.00779885927133046;0.000931207077173787;0.00411283125751756;0.00205641562875878;0.00345322624451946;0.0517207930780274;0.0319326426880844;0.0565708299383075;0.00585884452721841;0.0746517673534319;0.0315058394443798;0.0327474488806115;0.0196717495052962;0.0111744849260854;0.0358126721763085;0.0270826058278043;0.0750397703022543;0;0.0264618011096884;0.175610134637023;0;0.0703449346215031;0.00069840530788034;0;0.00787645986109494;0.00128040973111396;0
"QA";2.06714073094096e-05;0.000661485033901108;0.0710682983297503;0.0214775921944766;0.00487845212502067;0.00684223581941459;0.0213122209360013;0.134488175955019;0.0230899619646106;0.00771043492640979;0.0384074747808831;0.00121961303125517;0.00427898131304779;0.00328675376219613;0.124565900446502;0.0214155779725484;0.0179427815445676;0.00777244914833802;0.00638746485860757;0.0232760046303952;0.0106871175789648;0.00839259136762031;0.0129403009756904;0.0079584918141227;0.0402679014387299;0.0321233669588226;0.0662932032412767;0;0.0202993219778403;0.0891144369108649;0;0.0539523730775591;0.114457582272201;0;0.0015090127335869;0.00186042665784687;0
"QB";0.000484525467869905;0.000302828417418691;0.0530555387317546;0.0118708739628127;0.0227121313064018;0.0113863484949428;0.00423959784386167;0.0144751983526134;0.00799467021985343;0.0104778632426867;0.0124765307976501;0.000545091151353643;0.0153836836048695;0.0096905093573981;0.0382775119617225;0.0401550481497184;0.0202289382835685;0.0474229301677669;0.0135061474168736;0.0337956513839259;0.146447822663679;0.0159287747562231;0.00599600266489007;0.0137484101508086;0.021500817636727;0.0671067772999818;0.107443522500151;0;0.0382169462782388;0.173884077281812;0;0.0118103082793289;0.0178668766277027;0;0.00805523590333717;0.00369450669250803;0
"RZ";0.00218430596768876;0.000412133201450709;0.0828799868117376;0.0195351137487636;0.0379986811737554;0.0263353115727003;0.0157434882954171;0.000288493241015496;0.00704747774480712;0.00527530497856907;0.0182575008242664;0.00465710517639301;0.0106742499175734;0.00758325090669304;0.0552670623145401;0.0530827563468513;0.0165677546983185;0.0522172766238048;0.0182575008242664;0.0474777448071217;0.0298384437850313;0.0446340257171118;0.0214309264754369;0.0107566765578635;0.0333827893175074;0.0321876030333004;0.0698565776458952;0;0.0351549620837455;0.117293109132872;0;0.0103445433564128;0.00168974612594791;0;0.108349818661391;0.00329706561160567;0
"SZ";0.001346348030966;0.00140244586558959;0.0205318074722316;0.0111634690900931;0.0297879501851229;0.0199708291259957;0.0143610456636374;0.000841467519353753;0.0190732637720184;0.0291708740042634;0.0519465948614383;0.0192415572758892;0.0287781891618984;0.014136654325143;0.0214854706608325;0.0179513070795467;0.00948053405138562;0.00746101200493661;0.0105463929092337;0.0477392572646696;0.0165488612139571;0.0304050263659823;0.0162683720408392;0.0208683944799731;0.0903736115785931;0.040278245259733;0.101088297991698;0;0.018456187591159;0.189330191854594;0;0.00583417480085269;0.000673174015483002;0;0.0166610568832043;0.0766296420958151;0
"TZ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
